generation_type,file_url,bco_url,local_id,persistent_id,creation_time,file_format,data_type,mime_type,protein,gene,glycan,disease,anatomy,site_start_pos,site_end_pos,amino_acid_start,amino_acid_end,species,access_url
glygen_protein_phospho_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/hamster_proteoform_phosphorylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_001300/2.8.1,GLY_001300,,12/12/24,format:3752,ILX:0779059,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:7955,drs://dsapi.glygen.org/drs/GLY_001300_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/zebrafish_protein_masterlist.csv,https://biocomputeobject.org/GLY_001282/2.8.1,GLY_001282,,12/12/24,format:3752,data:2764,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:7955,drs://dsapi.glygen.org/drs/GLY_001282_1
glygen_glycan_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/zebrafish_proteoform_glycosylation_sites_tablemaker.csv,https://biocomputeobject.org/GLY_001252/2.8.1,GLY_001252,,12/12/24,format:3752,ILX:0793825,text/csv,,,,,,,,,,static:NCBI:7955,drs://dsapi.glygen.org/drs/GLY_001252_1
glygen_protein_glycan_mix_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/zebrafish_proteoform_glycosylation_sites_oglcnac_mcw.csv,https://biocomputeobject.org/GLY_001289/2.8.1,GLY_001289,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,column:saccharide,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:7955,drs://dsapi.glygen.org/drs/GLY_001289_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/zebrafish_proteoform_glycosylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_001290/2.8.1,GLY_001290,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:7955,drs://dsapi.glygen.org/drs/GLY_001290_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/zebrafish_proteoform_glycosylation_sites_pdb.csv,https://biocomputeobject.org/GLY_001304/2.8.1,GLY_001304,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:7955,drs://dsapi.glygen.org/drs/GLY_001304_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/hamster_protein_masterlist.csv,https://biocomputeobject.org/GLY_001367/2.8.1,GLY_001367,,12/12/24,format:3752,data:2764,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:10020,drs://dsapi.glygen.org/drs/GLY_001367_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/hamster_proteoform_glycosylation_sites_uniprotkb.csv,https://biocomputeobject.org/GLY_001297/2.8.1,GLY_001297,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:10020,drs://dsapi.glygen.org/drs/GLY_001297_1
glygen_glycan_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/hamster_proteoform_glycosylation_sites_glyconnect.csv,https://biocomputeobject.org/GLY_001303/2.8.1,GLY_001303,,12/12/24,format:3752,ILX:0793825,text/csv,,,column:saccharide,,column:source_tissue_id,,,,,static:NCBI:10020,drs://dsapi.glygen.org/drs/GLY_001303_1
glygen_protein_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/hamster_proteoform_glycosylation_sites_pdb.csv,https://biocomputeobject.org/GLY_001306/2.8.1,GLY_001306,,12/12/24,format:3752,ILX:0793825,text/csv,column:uniprotkb_canonical_ac,file:uniprotkb_canonical_ac:uniprotkb_canonical_ac2ensembl.csv,,,,column:start_aa,column:end_pos,column:start_pos,column:end_aa,static:NCBI:10020,drs://dsapi.glygen.org/drs/GLY_001306_1
glygen_glycan_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/zebrafish_proteoform_glycosylation_sites_tablemaker.csv,https://biocomputeobject.org/GLY_001252/2.8.1,GLY_001252,,12/12/24,format:3752,ILX:0793825,text/csv,,,column:saccharide,,column:source_tissue_id,,,,,static:NCBI:7955,drs://dsapi.glygen.org/drs/GLY_001252_1
glygen_glycan_data,https://data.glygen.org/ln2data/releases/data/current/reviewed/fruitfly_proteoform_glycosylation_sites_tablemaker.csv,https://biocomputeobject.org/GLY_001253/2.8.1,GLY_001253,,12/12/24,format:3752,ILX:0793825,text/csv,,,column:saccharide,,column:source_tissue_id,,,,,static:NCBI:txid7227,drs://dsapi.glygen.org/drs/GLY_001253_1
