uniprotkb_canonical_ac,ensembl_gene_id
P51945-1,ENSMUSP00000020576
Q9Z150-1,ENSMUSP00000057515
P97390-1,ENSMUSP00000015891
Q80TA9-1,ENSMUSP00000038681
Q80SS6-1,ENSMUSP00000077135
Q9JLY7-1,ENSMUSP00000130624
Q6ZQF7-1,ENSMUSP00000104719
Q5SGK3-1,ENSMUSP00000110006
Q9CX66-1,ENSMUSP00000020488
Q9CX63-1,ENSMUSP00000101938
A2A3V2-1,ENSMUSP00000035392
Q9QY31-1,ENSMUSP00000006762
A0A2I3BQH9-1,ENSMUSP00000154204
B2RWC4-1,ENSMUSP00000156533
Q91WE4-1,ENSMUSP00000040450
Q8K0C4-1,ENSMUSP00000001507
Q8K0C1-1,ENSMUSP00000035989
Q9CQ35-1,ENSMUSP00000020434
Q9CQ31-1,ENSMUSP00000044637
Q07440-1,ENSMUSP00000096086
A0A2I3BRV4-1,ENSMUSP00000154751
Q8BFU2-1,ENSMUSP00000104445
Q8BFU0-1,ENSMUSP00000067325
Q7TRX2-1,ENSMUSP00000075971
Q3TWW8-1,ENSMUSP00000119065
A0A0A6YXX7-1,ENSMUSP00000142185
Q921J2-1,ENSMUSP00000030787
Q9D6K5-1,ENSMUSP00000129224
Q8BYM1-1,ENSMUSP00000020535
Q8BYM7-1,ENSMUSP00000131647
G3X992-1,ENSMUSP00000051220
P0C1P0-1,ENSMUSP00000116967
Q01727-1,ENSMUSP00000095929
Q8BT35-1,ENSMUSP00000141107
E9Q593-1,ENSMUSP00000076578
E9Q598-1,ENSMUSP00000052577
A0A2R8VHF7-1,ENSMUSP00000155040
A0A075B5K9-1,ENSMUSP00000100128
A0A075B6C1-1,ENSMUSP00000137912
A0A075B6C7-1,ENSMUSP00000138488
P32211-1,ENSMUSP00000040808
P62897-1,ENSMUSP00000124523
P62892-1,ENSMUSP00000110886
Q8R1T1-1,ENSMUSP00000047700
Q9CYQ7-1,ENSMUSP00000099304
Q8BMK4-1,ENSMUSP00000130304
A2ALK8-1,ENSMUSP00000075063
A0A0G2JFL6-1,ENSMUSP00000143220
D3Z3L3-1,ENSMUSP00000060100
V9GWT9-1,ENSMUSP00000138827
Q9D8U8-1,ENSMUSP00000028909
Q8C033-1,ENSMUSP00000081225
E9Q4E0-1,ENSMUSP00000069697
Q64285-1,ENSMUSP00000028161
Q9Z188-1,ENSMUSP00000083064
Q9Z183-1,ENSMUSP00000026381
E9Q2Q1-1,ENSMUSP00000131334
Q9Z180-1,ENSMUSP00000025430
Q9Z186-1,ENSMUSP00000005364
Q9Z185-1,ENSMUSP00000026378
Q9Z184-1,ENSMUSP00000026377
Q8R0J7-1,ENSMUSP00000047980
Q8R0J1-1,ENSMUSP00000037004
Q64288-1,ENSMUSP00000095882
Q9D2T6-1,ENSMUSP00000112845
Q6A152-1,ENSMUSP00000059545
L7N259-1,ENSMUSP00000111088
P34821-1,ENSMUSP00000099701
P11034-1,ENSMUSP00000022836
P11032-1,ENSMUSP00000023897
Q5SDA5-1,ENSMUSP00000044521
Q6VV64-1,ENSMUSP00000065713
P61222-1,ENSMUSP00000079379
A0A087WS79-1,ENSMUSP00000140933
O35423-1,ENSMUSP00000027491
Q60843-1,ENSMUSP00000064823
Q99PE9-1,ENSMUSP00000035918
G3X9Z2-1,ENSMUSP00000113641
Q8VBW5-1,ENSMUSP00000110132
Q8VBW8-1,ENSMUSP00000042183
Q9D8F3-1,ENSMUSP00000023220
Q9D3R5-1,ENSMUSP00000097938
A0A1W2P7N1-1,ENSMUSP00000151736
E9PYC2-1,ENSMUSP00000157331
A0A0G2JFF0-1,ENSMUSP00000143145
Q8BGI7-1,ENSMUSP00000029573
Q9JHG6-1,ENSMUSP00000060394
Q9JHG0-1,ENSMUSP00000127798
D3YU55-1,ENSMUSP00000100699
Q5FWD4-1,ENSMUSP00000139713
Q8BPM0-1,ENSMUSP00000082406
Q3V2C1-1,ENSMUSP00000057445
Q9D8C9-1,ENSMUSP00000093615
Q6VZZ7-1,ENSMUSP00000063542
G5E8G4-1,ENSMUSP00000073604
Q7TRU7-1,ENSMUSP00000075025
Q5STE3-1,ENSMUSP00000042007
P23440-1,ENSMUSP00000031456
Q8BYR2-1,ENSMUSP00000132078
Q8C8J0-1,ENSMUSP00000051539
Q810K3-1,ENSMUSP00000036656
F7AIG4-1,ENSMUSP00000126511
Q810K9-1,ENSMUSP00000032157
Q8VGM6-1,ENSMUSP00000150972
Q8VGM5-1,ENSMUSP00000148951
Q8VGM3-1,ENSMUSP00000107152
Q8VGM8-1,ENSMUSP00000097368
E9Q3K2-1,ENSMUSP00000146305
A0A075B683-1,ENSMUSP00000131191
Q8C9H6-1,ENSMUSP00000036477
A0A0G2JFK9-1,ENSMUSP00000143213
Q8CAC1-1,ENSMUSP00000137773
A0A140T8I4-1,ENSMUSP00000021240
Q9D600-1,ENSMUSP00000034278
Q6NS86-1,ENSMUSP00000060040
A2AEP0-1,ENSMUSP00000085528
Q5QNV8-1,ENSMUSP00000019069
P60469-1,ENSMUSP00000003961
Q8C4X0-1,ENSMUSP00000137938
Q791N7-1,ENSMUSP00000109299
Q8CGY8-1,ENSMUSP00000045409
Q8CGY6-1,ENSMUSP00000103795
A2AKE7-1,ENSMUSP00000100532
Q8VF39-1,ENSMUSP00000150993
Q8VF30-1,ENSMUSP00000150632
Q8VF31-1,ENSMUSP00000151187
Q3TDD9-1,ENSMUSP00000048443
Q8VF34-1,ENSMUSP00000069927
Q8VF35-1,ENSMUSP00000050768
Q8VF37-1,ENSMUSP00000149641
Q80YX1-1,ENSMUSP00000102995
Q80YX8-1,ENSMUSP00000076899
Q9CXH3-1,ENSMUSP00000055454
Q9CXH7-1,ENSMUSP00000024736
Q8CDY9-1,ENSMUSP00000051041
Q17ST2-1,ENSMUSP00000103403
A2AHM1-1,ENSMUSP00000098944
A2AHM0-1,ENSMUSP00000098945
A2AHM8-1,ENSMUSP00000150556
A0A0G2JEV5-1,ENSMUSP00000142920
A0A1D5RMH6-1,ENSMUSP00000148782
Q3UZ45-1,ENSMUSP00000089721
Q9QZR9-1,ENSMUSP00000084282
O09010-1,ENSMUSP00000031555
Q61160-1,ENSMUSP00000033394
Q61165-1,ENSMUSP00000030669
Q61164-1,ENSMUSP00000005841
A0A0G2JDX6-1,ENSMUSP00000142545
A0A0G2JDX5-1,ENSMUSP00000142544
E9Q2Y0-1,ENSMUSP00000092235
F7BAX1-1,ENSMUSP00000128216
Q8JZX9-1,ENSMUSP00000059883
Q8JZX4-1,ENSMUSP00000041831
Q8JZX1-1,ENSMUSP00000082763
Q9D4X6-1,ENSMUSP00000026029
Q6PGN1-1,ENSMUSP00000084073
Q99JI4-1,ENSMUSP00000022256
P14685-1,ENSMUSP00000017365
Q7M758-1,ENSMUSP00000044231
A0A0G2JDC9-1,ENSMUSP00000137255
Q7M757-1,ENSMUSP00000151516
Q7M750-1,ENSMUSP00000084422
P61028-1,ENSMUSP00000041857
P61027-1,ENSMUSP00000021001
P49650-1,ENSMUSP00000142006
P54116-1,ENSMUSP00000028241
Q9ESX4-1,ENSMUSP00000120807
Q9ESX2-1,ENSMUSP00000103248
Q9CZ15-1,ENSMUSP00000028948
Q9CZ16-1,ENSMUSP00000025092
Q9D5J5-1,ENSMUSP00000139776
Q99LS0-1,ENSMUSP00000027217
Q9R1S8-1,ENSMUSP00000022451
D6MZJ6-1,ENSMUSP00000134687
Q3UUI3-1,ENSMUSP00000062841
G3UWB8-1,ENSMUSP00000130512
O89020-1,ENSMUSP00000108804
Q8BWG6-1,ENSMUSP00000108923
Q8BWG9-1,ENSMUSP00000113097
Q91WL8-1,ENSMUSP00000004756
O88630-1,ENSMUSP00000010536
O88634-1,ENSMUSP00000054426
Q9JKU8-1,ENSMUSP00000107008
E9Q411-1,ENSMUSP00000036082
E9Q413-1,ENSMUSP00000074300
Q922Z1-1,ENSMUSP00000114085
A0A1L1STD6-1,ENSMUSP00000150273
A0A1L1STD5-1,ENSMUSP00000150078
Q8BHR8-1,ENSMUSP00000099654
Q6PDJ6-1,ENSMUSP00000030757
Q8BGR9-1,ENSMUSP00000099859
Q4VAA7-1,ENSMUSP00000060225
Q3UNW5-1,ENSMUSP00000027629
B1ATY8-1,ENSMUSP00000076188
Q14B48-1,ENSMUSP00000045332
Q3U2J5-1,ENSMUSP00000092811
Q3TYA6-1,ENSMUSP00000112170
Q9WVA7-1,ENSMUSP00000091897
L7N296-1,ENSMUSP00000127597
L7N298-1,ENSMUSP00000127795
L7N299-1,ENSMUSP00000128268
K7N5W1-1,ENSMUSP00000072296
Q9D0F4-1,ENSMUSP00000016553
E9QAP1-1,ENSMUSP00000052944
Q8R4U1-1,ENSMUSP00000117357
Q8R4U6-1,ENSMUSP00000000958
A2ART8-1,ENSMUSP00000106303
Q3TZA2-1,ENSMUSP00000157063
Q9D9K3-1,ENSMUSP00000003705
Q62186-1,ENSMUSP00000002090
Q8C646-1,ENSMUSP00000137434
O70220-1,ENSMUSP00000036952
Q9QUI0-1,ENSMUSP00000007959
Q64GA5-1,ENSMUSP00000043672
G3X9R7-1,ENSMUSP00000100592
B2RXA1-1,ENSMUSP00000114852
Q61592-1,ENSMUSP00000033828
Q91YL7-1,ENSMUSP00000031040
B2RXA8-1,ENSMUSP00000109980
Q91YL2-1,ENSMUSP00000039486
Q9WUA6-1,ENSMUSP00000106790
Q9WUA5-1,ENSMUSP00000066050
A0A087WPC3-1,ENSMUSP00000139717
P01627-1,ENSMUSP00000100119
P20029-1,ENSMUSP00000097747
Q5NCR9-1,ENSMUSP00000099552
Q9D5Q6-1,ENSMUSP00000075467
Q9D5Q8-1,ENSMUSP00000030245
D3YV94-1,ENSMUSP00000114595
Q9D2U0-1,ENSMUSP00000056586
Q62187-1,ENSMUSP00000097809
Q8VCP9-1,ENSMUSP00000054451
Q80U19-1,ENSMUSP00000052085
Q80U12-1,ENSMUSP00000050496
A0A286YCZ6-1,ENSMUSP00000153199
Q8BTE0-1,ENSMUSP00000027338
Q9D103-1,ENSMUSP00000101657
Q9D106-1,ENSMUSP00000025647
Q9ERL9-1,ENSMUSP00000048918
Q8BQN6-1,ENSMUSP00000058588
Q8VHJ7-1,ENSMUSP00000074771
E9PX25-1,ENSMUSP00000131605
G3X941-1,ENSMUSP00000038195
Q9D819-1,ENSMUSP00000020286
Q9D818-1,ENSMUSP00000109932
Q9D816-1,ENSMUSP00000025966
Q3UST5-1,ENSMUSP00000058860
Q8C6Y9-1,ENSMUSP00000052388
Q9D9V2-1,ENSMUSP00000030309
Q8C0M9-1,ENSMUSP00000051709
Q14AE4-1,ENSMUSP00000099385
Q68FE6-1,ENSMUSP00000039966
Q68FE7-1,ENSMUSP00000136337
Q8VD63-1,ENSMUSP00000036360
Q8VD62-2,ENSMUSP00000125651
Q8R404-1,ENSMUSP00000052908
Q8R409-1,ENSMUSP00000057339
Q765H6-1,ENSMUSP00000099316
A2AGW8-1,ENSMUSP00000077761
A2AGW6-1,ENSMUSP00000101397
A2AGW5-1,ENSMUSP00000101399
Q7TR04-1,ENSMUSP00000097385
Q7TR05-1,ENSMUSP00000150674
Q9DAA6-1,ENSMUSP00000074756
Q61646-1,ENSMUSP00000074436
Q61647-1,ENSMUSP00000003762
Q9CZG9-1,ENSMUSP00000015812
A0A1Y7VP24-1,ENSMUSP00000152773
Q9CQM2-1,ENSMUSP00000106359
Q9CQM1-1,ENSMUSP00000101975
Q9CQM0-1,ENSMUSP00000035227
Q9CQM7-1,ENSMUSP00000046325
P17950-1,ENSMUSP00000060275
Q8CC62-1,ENSMUSP00000058437
A0A075B5L7-1,ENSMUSP00000100142
O55143-1,ENSMUSP00000135935
A0A075B5L1-1,ENSMUSP00000100131
A0A075B5L3-1,ENSMUSP00000100135
A0A075B5L2-1,ENSMUSP00000100134
Q99246-2,ENSMUSP00000158632
P48346-1,ENSMUSP00000147848
P45591-1,ENSMUSP00000077262
P28843-1,ENSMUSP00000044050
P0DMC4-1,ENSMUSP00000140510
Q9CQV6-1,ENSMUSP00000034270
Q08EG8-1,ENSMUSP00000139550
Q9D8G5-1,ENSMUSP00000029469
Q8R184-1,ENSMUSP00000053266
J3QPX0-1,ENSMUSP00000137525
Q8R189-1,ENSMUSP00000039357
O35857-1,ENSMUSP00000003029
Q9JJU8-1,ENSMUSP00000033598
Q9D6Y1-1,ENSMUSP00000027988
J3QNV7-1,ENSMUSP00000136979
Q5HZH2-1,ENSMUSP00000068511
Q6NSQ7-1,ENSMUSP00000019950
Q6NSQ9-1,ENSMUSP00000064276
Q8BY79-1,ENSMUSP00000061282
E9PWU0-1,ENSMUSP00000077302
A0A0A6YVP1-1,ENSMUSP00000141199
A0A1D5RM98-1,ENSMUSP00000148687
Q99KC7-1,ENSMUSP00000126870
Q3UT11-1,ENSMUSP00000111142
Q8VFZ3-1,ENSMUSP00000050578
P56563-1,ENSMUSP00000004732
Q8BLG2-1,ENSMUSP00000053986
P24369-1,ENSMUSP00000034947
Q3UJF0-1,ENSMUSP00000084196
Q9QY48-1,ENSMUSP00000029836
Q9QY42-1,ENSMUSP00000052185
Q9QY40-1,ENSMUSP00000002079
P56386-1,ENSMUSP00000051754
P56387-1,ENSMUSP00000033519
P56384-1,ENSMUSP00000107627
P56382-1,ENSMUSP00000016396
P56380-1,ENSMUSP00000030154
P56388-1,ENSMUSP00000022150
P56389-1,ENSMUSP00000030535
Q9R0P5-1,ENSMUSP00000099461
Q9R0P9-1,ENSMUSP00000031131
Q8QZV4-1,ENSMUSP00000016125
E9Q206-1,ENSMUSP00000129188
O08631-1,ENSMUSP00000086507
O08633-1,ENSMUSP00000072129
P22518-1,ENSMUSP00000034868
Q9Z100-1,ENSMUSP00000028897
F6QVZ8-1,ENSMUSP00000093917
A0A075B627-1,ENSMUSP00000100399
Q9CQV4-1,ENSMUSP00000017946
Q9CQV5-1,ENSMUSP00000119535
Q91V48-1,ENSMUSP00000056424
Q5XJE5-1,ENSMUSP00000046905
P23738-1,ENSMUSP00000028838
Q8CJC5-1,ENSMUSP00000055437
Q6DFX2-1,ENSMUSP00000031281
P18531-1,ENSMUSP00000141343
A0A075B5S9-1,ENSMUSP00000100263
A0A075B5S6-1,ENSMUSP00000100259
Q8VGK6-1,ENSMUSP00000088528
P48031-1,ENSMUSP00000048508
P53568-1,ENSMUSP00000118588
Q9CWH0-1,ENSMUSP00000110183
Q9CWH1-1,ENSMUSP00000030610
Q8BJ03-1,ENSMUSP00000041820
Q9JKY7-1,ENSMUSP00000023083
A2ATU0-1,ENSMUSP00000092769
Q3KNK3-1,ENSMUSP00000146504
Q60756-1,ENSMUSP00000086511
Q60755-1,ENSMUSP00000075070
Q61084-1,ENSMUSP00000002044
Q32NY4-1,ENSMUSP00000001166
Q61086-1,ENSMUSP00000115325
Q61080-1,ENSMUSP00000137662
Q9DAK2-1,ENSMUSP00000044376
Q9DAK9-1,ENSMUSP00000037417
Q497M0-1,ENSMUSP00000098697
A2AUQ7-1,ENSMUSP00000028243
P07628-1,ENSMUSP00000072063
G3X8U3-1,ENSMUSP00000022032
G3X8U2-1,ENSMUSP00000022028
P26952-1,ENSMUSP00000088079
Q9JLA2-1,ENSMUSP00000028361
Q7TQR9-1,ENSMUSP00000146925
Q7TQR7-1,ENSMUSP00000146333
Q3V0S2-1,ENSMUSP00000139062
E0CXC6-1,ENSMUSP00000124751
Q7TQR3-1,ENSMUSP00000070872
Q7TQR2-1,ENSMUSP00000146645
Q9WV27-1,ENSMUSP00000106874
Q5UAK0-3,ENSMUSP00000102470
Q62066-1,ENSMUSP00000008090
P41969-1,ENSMUSP00000009550
P19473-1,ENSMUSP00000059448
Q91WU6-1,ENSMUSP00000034280
Q91WU4-1,ENSMUSP00000041388
Q91WU0-1,ENSMUSP00000034178
Q8K4Z2-1,ENSMUSP00000099660
Q8K4Z3-1,ENSMUSP00000029708
Q8K4Z0-1,ENSMUSP00000040436
Q6ZWV7-1,ENSMUSP00000099843
Q8K4Z6-1,ENSMUSP00000020062
Q8K4Z5-1,ENSMUSP00000002198
Q9CQN3-1,ENSMUSP00000108927
K7N751-1,ENSMUSP00000132868
P56375-1,ENSMUSP00000074195
K7N754-1,ENSMUSP00000132947
J3S6Y1-1,ENSMUSP00000090020
L7MU57-1,ENSMUSP00000149078
Q9JME7-1,ENSMUSP00000015157
Q9JME2-1,ENSMUSP00000045349
Q8K3K8-1,ENSMUSP00000027986
Q6NVG7-1,ENSMUSP00000037532
Q6NVG5-1,ENSMUSP00000041878
A0A571BDD5-1,ENSMUSP00000158686
Q99J56-1,ENSMUSP00000022993
P28235-1,ENSMUSP00000062320
Q6ZPT1-1,ENSMUSP00000092602
Q8BM86-1,ENSMUSP00000056364
Q8BJW5-1,ENSMUSP00000018577
Q8BJW7-1,ENSMUSP00000036361
O55070-1,ENSMUSP00000026315
O55071-1,ENSMUSP00000077021
P61364-1,ENSMUSP00000067539
Q0P547-1,ENSMUSP00000153788
A2A5X5-1,ENSMUSP00000100671
J3KMP7-1,ENSMUSP00000135962
J3KMP5-1,ENSMUSP00000135960
J3KMP9-1,ENSMUSP00000135964
J3KMP8-1,ENSMUSP00000135963
Q14DK5-1,ENSMUSP00000021685
Q14DK4-1,ENSMUSP00000049619
Q4ZJM9-1,ENSMUSP00000068402
Q4ZJM7-1,ENSMUSP00000057607
Q810H5-1,ENSMUSP00000037408
Q5NC55-1,ENSMUSP00000150529
Q5NC59-1,ENSMUSP00000150870
P29477-1,ENSMUSP00000018610
A8R0V6-1,ENSMUSP00000137640
P62818-1,ENSMUSP00000142747
P62814-1,ENSMUSP00000006435
P62816-1,ENSMUSP00000057532
Q8R235-1,ENSMUSP00000100614
P35802-1,ENSMUSP00000033915
Q9DCN2-1,ENSMUSP00000018186
P10077-1,ENSMUSP00000124684
Q8R1L8-1,ENSMUSP00000058951
Q8R1L4-1,ENSMUSP00000010974
Q62460-1,ENSMUSP00000138020
Q8BXC6-1,ENSMUSP00000124819
E9Q0B5-1,ENSMUSP00000114271
A0A087WQL3-1,ENSMUSP00000140242
Q7TN29-1,ENSMUSP00000035800
P97927-1,ENSMUSP00000019992
E9Q328-1,ENSMUSP00000074539
A2ALC6-1,ENSMUSP00000112982
A0A0G2JFD5-1,ENSMUSP00000143130
B2RU80-1,ENSMUSP00000089805
A0A0G2JFD7-1,ENSMUSP00000143132
P10922-1,ENSMUSP00000137309
A0A1B0GS61-1,ENSMUSP00000147806
P10925-1,ENSMUSP00000069364
Q3TCJ8-1,ENSMUSP00000054840
B9EJ80-1,ENSMUSP00000096880
Q921Y4-1,ENSMUSP00000061997
A2A5X6-1,ENSMUSP00000100670
K7N6Z0-1,ENSMUSP00000129050
Q8BVW3-1,ENSMUSP00000038719
A0A1W2P860-1,ENSMUSP00000151937
Q7TNI2-1,ENSMUSP00000043659
Q91WN3-1,ENSMUSP00000036228
Q91WN1-1,ENSMUSP00000022345
P56480-1,ENSMUSP00000026459
P56485-1,ENSMUSP00000069114
Q9D8N0-1,ENSMUSP00000093955
Q9D3Z8-1,ENSMUSP00000022232
P55288-1,ENSMUSP00000074681
Q8VGJ0-1,ENSMUSP00000052722
A0A5F8MPE2-1,ENSMUSP00000158927
D3Z0J0-1,ENSMUSP00000074745
A0A5F8MPE6-1,ENSMUSP00000158935
Q8VGJ8-1,ENSMUSP00000068986
Q3V2K7-1,ENSMUSP00000087515
Q3V2K1-1,ENSMUSP00000098910
P55821-1,ENSMUSP00000029002
Q8BPE4-1,ENSMUSP00000042416
Q8VDM6-1,ENSMUSP00000146263
Q8VFP8-1,ENSMUSP00000149667
P08043-1,ENSMUSP00000104757
P08046-1,ENSMUSP00000069616
Q8VFP5-1,ENSMUSP00000092631
Q62267-1,ENSMUSP00000058617
Q62266-1,ENSMUSP00000053751
Q8VFP3-1,ENSMUSP00000114121
O35127-1,ENSMUSP00000004389
L7N471-1,ENSMUSP00000126952
L7N475-1,ENSMUSP00000150998
P24668-1,ENSMUSP00000007602
Q5M8S2-1,ENSMUSP00000135787
A0A075B603-1,ENSMUSP00000100361
A0A075B601-1,ENSMUSP00000100358
A0A075B607-1,ENSMUSP00000100366
A0A075B604-1,ENSMUSP00000143500
G3UYB0-1,ENSMUSP00000134012
A0A075B699-1,ENSMUSP00000136741
B2RPY5-1,ENSMUSP00000136621
P61294-1,ENSMUSP00000035155
A0A140T8Q4-1,ENSMUSP00000100202
A0A140T8Q5-1,ENSMUSP00000100634
A0A140T8Q0-1,ENSMUSP00000100203
A0A140T8Q2-1,ENSMUSP00000151166
D3Z5G7-1,ENSMUSP00000105210
P09838-2,ENSMUSP00000107819
B2RVZ0-1,ENSMUSP00000103604
P81122-1,ENSMUSP00000038514
D2EAC2-1,ENSMUSP00000136026
Q8R2R6-1,ENSMUSP00000036491
Q9JJ59-1,ENSMUSP00000031354
F6S692-1,ENSMUSP00000127231
Q8JZM2-1,ENSMUSP00000103259
Q8BH73-1,ENSMUSP00000032566
Q64374-1,ENSMUSP00000023832
P23949-1,ENSMUSP00000050820
Q149W4-1,ENSMUSP00000139505
G3UXK4-1,ENSMUSP00000133726
Q8BSU7-1,ENSMUSP00000003438
Q6A078-1,ENSMUSP00000151712
L7N1X5-1,ENSMUSP00000150357
O35103-1,ENSMUSP00000065706
A0A1W2P6U8-1,ENSMUSP00000151425
Q3U276-1,ENSMUSP00000096185
P31532-1,ENSMUSP00000006952
Q61471-1,ENSMUSP00000036039
Q61477-1,ENSMUSP00000045608
E9QAT7-1,ENSMUSP00000145946
Q80VR3-1,ENSMUSP00000024738
Q80YP6-1,ENSMUSP00000032551
Q04447-1,ENSMUSP00000001304
P70424-1,ENSMUSP00000053897
P04351-1,ENSMUSP00000029275
Q7TNR6-1,ENSMUSP00000046558
Q9QYK5-1,ENSMUSP00000085499
Q9QYK4-1,ENSMUSP00000070394
Q8R332-1,ENSMUSP00000038716
Q9DCF9-1,ENSMUSP00000029414
A2AWP0-1,ENSMUSP00000104503
A2AM05-1,ENSMUSP00000044138
Q91ZT8-1,ENSMUSP00000033756
P33267-1,ENSMUSP00000003100
Q99JA4-1,ENSMUSP00000063520
Q6VSS7-1,ENSMUSP00000071782
Q8QZV2-1,ENSMUSP00000059391
Q8QZV0-1,ENSMUSP00000146052
Q9R0N0-1,ENSMUSP00000021114
A0A140LJJ2-1,ENSMUSP00000147234
F8VQH7-1,ENSMUSP00000060424
Q9R1K6-1,ENSMUSP00000042715
Q5R1H9-1,ENSMUSP00000136110
Q8BZN2-1,ENSMUSP00000022967
Q6PCZ4-1,ENSMUSP00000094078
Q8BZN4-1,ENSMUSP00000072039
Q3UUA0-1,ENSMUSP00000083808
Q03402-1,ENSMUSP00000026499
Q9D529-1,ENSMUSP00000023089
Q9JJG6-1,ENSMUSP00000129793
Q9DA81-1,ENSMUSP00000099926
Q8CAV0-1,ENSMUSP00000045647
D3Z6R1-1,ENSMUSP00000073781
A0A338P6I9-1,ENSMUSP00000156010
Q8VGE6-1,ENSMUSP00000147197
Q00175-1,ENSMUSP00000140124
Q8K2H6-1,ENSMUSP00000148220
Q8VGE1-1,ENSMUSP00000050406
Q8K2H4-1,ENSMUSP00000001631
F6RWR5-1,ENSMUSP00000075779
D3YWX5-1,ENSMUSP00000071270
Q8CHD8-1,ENSMUSP00000112875
Q8BHZ4-1,ENSMUSP00000102976
Q8BHZ0-1,ENSMUSP00000152252
Q8BR63-1,ENSMUSP00000137299
Q3UGC7-1,ENSMUSP00000028668
Q9WTV6-1,ENSMUSP00000032198
B2RUD9-1,ENSMUSP00000077390
A0A0G2JEC1-1,ENSMUSP00000142713
P49312-1,ENSMUSP00000155833
Q5EBP3-1,ENSMUSP00000040568
M0QW81-1,ENSMUSP00000137698
Q76LS9-1,ENSMUSP00000102805
P49182-1,ENSMUSP00000023450
P47774-1,ENSMUSP00000099423
Q8CDJ3-1,ENSMUSP00000153718
Q9ES61-1,ENSMUSP00000046909
P49452-1,ENSMUSP00000031170
L7N2A9-1,ENSMUSP00000128994
Q9WVI9-1,ENSMUSP00000050773
L7N2A6-1,ENSMUSP00000128742
L7N2A7-1,ENSMUSP00000128748
P63213-1,ENSMUSP00000055256
P63216-1,ENSMUSP00000093978
A3KPP7-1,ENSMUSP00000097459
Q9D4M5-1,ENSMUSP00000033537
Q91YD1-1,ENSMUSP00000055246
A0A6I8MX38-1,ENSMUSP00000159371
Q80XC3-1,ENSMUSP00000110587
Q00LT2-1,ENSMUSP00000112020
Q9ESM6-1,ENSMUSP00000109373
Q8CE23-1,ENSMUSP00000055746
E9PUA5-1,ENSMUSP00000077984
Q91XB0-1,ENSMUSP00000107684
P31041-1,ENSMUSP00000027165
Q9D5Y0-1,ENSMUSP00000031852
Q9D5Y1-1,ENSMUSP00000029222
Q03366-1,ENSMUSP00000021011
Q8BTR5-1,ENSMUSP00000057690
F6U3N7-1,ENSMUSP00000127377
Q09199-1,ENSMUSP00000037239
Q6SJE0-1,ENSMUSP00000074421
A0A0G2JG17-1,ENSMUSP00000143388
Q8BWP8-1,ENSMUSP00000158273
P39689-1,ENSMUSP00000023829
Q8VCX1-1,ENSMUSP00000048830
P35343-1,ENSMUSP00000102512
Q9WUB6-1,ENSMUSP00000006378
J3QN18-1,ENSMUSP00000136555
Q9DBX1-1,ENSMUSP00000022595
Q9DBX7-1,ENSMUSP00000040576
J3QN17-1,ENSMUSP00000136554
Q8C3W1-1,ENSMUSP00000034464
A0A0A6YWJ8-1,ENSMUSP00000141579
Q8K1T5-1,ENSMUSP00000039151
Q8K1T4-1,ENSMUSP00000052133
Q6P925-1,ENSMUSP00000054958
D3Z1I5-1,ENSMUSP00000096649
D3Z1I7-1,ENSMUSP00000096645
F7AKR5-1,ENSMUSP00000131017
Q3UMB5-1,ENSMUSP00000055926
F6YG85-1,ENSMUSP00000108579
Q9JIP6-1,ENSMUSP00000091463
Q8VEN2-1,ENSMUSP00000110118
D3YYM0-1,ENSMUSP00000140811
Q9JK54-1,ENSMUSP00000055001
D3YYM4-1,ENSMUSP00000057320
Q9JK53-1,ENSMUSP00000048803
Q9CR78-1,ENSMUSP00000056551
Q9CR76-1,ENSMUSP00000053862
P07309-1,ENSMUSP00000074783
Q3UZB0-1,ENSMUSP00000094045
Q9D727-1,ENSMUSP00000071378
Q9D722-1,ENSMUSP00000039190
O70494-1,ENSMUSP00000099750
A0A494B9I6-1,ENSMUSP00000157628
Q9D892-1,ENSMUSP00000099482
A2ARI4-1,ENSMUSP00000047325
Q99M31-1,ENSMUSP00000027961
A0A087WNZ6-1,ENSMUSP00000139560
F6ZIG1-1,ENSMUSP00000126204
Q8BP67-1,ENSMUSP00000023269
A2AMD0-1,ENSMUSP00000122212
Q6W9L1-1,ENSMUSP00000131297
Q924S9-1,ENSMUSP00000023660
Q7TRH4-1,ENSMUSP00000150458
Q7TRH5-1,ENSMUSP00000063431
Q7TRH7-1,ENSMUSP00000150132
Q7TRH2-1,ENSMUSP00000080189
Q8C1Y8-1,ENSMUSP00000031621
Q7TRH8-1,ENSMUSP00000078739
Q7TRH9-1,ENSMUSP00000096707
A2AJN7-1,ENSMUSP00000096963
F7CFJ3-1,ENSMUSP00000130920
Q8BZ81-1,ENSMUSP00000101079
Q08EE8-1,ENSMUSP00000025048
E9Q6Z7-1,ENSMUSP00000151061
E9Q6Z5-1,ENSMUSP00000101492
Q4FZG9-1,ENSMUSP00000042185
Q9WUB0-1,ENSMUSP00000028964
J3QJU4-1,ENSMUSP00000136052
Q7M6X2-1,ENSMUSP00000019572
A0A286YDG0-1,ENSMUSP00000153414
Q8R107-1,ENSMUSP00000021942
Q8R100-1,ENSMUSP00000064462
Q80ZU5-1,ENSMUSP00000027867
Q80ZU7-1,ENSMUSP00000086342
Q4KL25-1,ENSMUSP00000079598
P11378-1,ENSMUSP00000053078
